,Id1,Id2,Type of Content
2508,MasterAtWorkinc,MasterAtWorkinc,RT
2509,PropMclaughlin_,Mikechanginvest,RT
2510,THE_GRAYF0X,JoeGoodberry,Mention
2510,THE_GRAYF0X,nfl,Mention
2511,NoDiiscussiion,CoachOBrien,Mention
2511,NoDiiscussiion,WokeThuney,Mention
2511,NoDiiscussiion,NFL_DovKleiman,Mention
2511,NoDiiscussiion,Real10jayy__,Mention
2512,Pqranold,edits841,RT
2514,WTFinSoCal,heyjacqui_,Mention
2515,FormerNFLFan789,THE_GRAYF0X,RT
2515,FormerNFLFan789,nfl,RT
2515,FormerNFLFan789,NFLOfficiating,RT
2515,FormerNFLFan789,nflcommish,RT
2517,THE_GRAYF0X,nfl,Mention
2517,THE_GRAYF0X,NFLOfficiating,Mention
2517,THE_GRAYF0X,nflcommish,Mention
2518,jackihillis22,DonCoop20,Mention
2518,jackihillis22,PFTCommenter,Mention
2518,jackihillis22,ArianFoster,Mention
2520,KecksterFal,_willcompton,Mention
2521,SkylerBertram1,VivaLaStool,RT
2521,SkylerBertram1,ArianFoster,RT
2521,SkylerBertram1,MacrodosingPod,RT
2522,RicoMuscatel,NFLonFOX,Mention
2522,RicoMuscatel,Chiefs,Mention
2522,RicoMuscatel,Eagles,Mention
2523,EspressoJose,tipico,Mention
2524,thetadrivium,Throwback420,RT
2525,thetadrivium,GetYoShinebox,RT
2527,plingon11,Readitandweep2,Mention
2529,Jan11555,taufikl,Mention
2530,SpadedLord,midwest_fancy,RT
2532,Dwheel_14,NFL,Mention
2532,Dwheel_14,NFLonFOX,Mention
2532,Dwheel_14,NFLFilms,Mention
2532,Dwheel_14,Chiefs,Mention
2532,Dwheel_14,Bengals,Mention
2533,ubok1978,Kramed67037,Mention
2533,ubok1978,GottliebShow,Mention
2534,Viyapoo,WWERuthlessEra,RT
2535,punkrockdub,GeneSteratore,Mention
2536,Lvnd00,NFL,Mention
2536,Lvnd00,nflnetwork,Mention
2536,Lvnd00,ESPNNFL,Mention
2539,ubok1978,Aftermath_KC,Mention
2540,BREAK_BoyAplus,FormerNFLFan789,RT
2542,SpikeTheNews2,FormerNFLFan789,RT
2543,Lisa20271524,Sir_Saint1,RT
2544,ayoo_noah,FormerNFLFan789,RT
2545,ayoo_noah,edits841,RT
2546,FormerNFLFan789,edits841,RT
2547,BenLineback,FormerNFLFan789,RT
2549,edits841,FormerNFLFan789,RT
2550,phee2_mc,FormerNFLFan789,RT
2551,InkyBri,NFL,Mention
2552,DigitalPtGuard,FormerNFLFan789,RT
2554,SiefkenRobert,AdamSchefter,Mention
2555,grandadteddy,AdamSchefter,Mention
2557,LordShaq2,FormerNFLFan789,RT
2558,Shadology101,FormerNFLFan789,RT
2559,DanielMusto10,FormerNFLFan789,RT
2561,cammarshallfilm,TH3_GOD_,Mention
2561,cammarshallfilm,YoungAngel_,Mention
2561,cammarshallfilm,FirstTake,Mention
2561,cammarshallfilm,MikeFrancesa,Mention
2562,FormerNFLFan789,MAGAMAN858,RT
2562,FormerNFLFan789,NFL,RT
2563,FormerNFLFan789,BornCincyFan,RT
2563,FormerNFLFan789,nflcommish,RT
2563,FormerNFLFan789,NFL,RT
2566,FootballFan734,nflcommish,Mention
2567,wtondo,TheHouse_Ent,RT
2568,_TheZyro,barstoolsports,RT
2571,MAGAMAN858,NFL,Mention
2572,Piersky65,realAlexRWagner,RT
2573,_VictorChaos,Billyhottakes,Mention
2573,_VictorChaos,PFN365,Mention
2574,THE_GRAYF0X,WilliamScottDe3,Mention
2574,THE_GRAYF0X,GottliebShow,Mention
2575,THE_GRAYF0X,NFL,Mention
2576,SiefkenRobert,Chiefs,Mention
2578,rusteezeworld,WorimiFella,RT
2578,rusteezeworld,Bengals,RT
2579,Gruelingtruth,thebengalorian,Mention
2579,Gruelingtruth,TheBengalsWire,Mention
2579,Gruelingtruth,WhoDey_UK,Mention
2579,Gruelingtruth,BengalsNation8,Mention
2579,Gruelingtruth,moose196850,Mention
2579,Gruelingtruth,WhoooDeyy,Mention
2579,Gruelingtruth,BengalsTalk,Mention
2580,WilliamScottDe3,GottliebShow,Mention
2582,ChadJobe2,ShereeWLWT,Mention
2583,9thwdleekilla,Throwback420,RT
2584,cinbengalsJB9,TonyKnowsBall,RT
2585,cinbengalsJB9,gosuprime21,RT
2586,cinbengalsJB9,LazyMxtt,RT
2587,cinbengalsJB9,ppotterta,RT
2588,cinbengalsJB9,MediaLiarz,RT
2588,cinbengalsJB9,tkelce,RT
2588,cinbengalsJB9,PatrickMahomes,RT
2588,cinbengalsJB9,BrittanyLynne,RT
2589,cinbengalsJB9,GetYoShinebox,RT
2591,cinbengalsJB9,CINClothingCo,RT
2592,cinbengalsJB9,punkrockdub,RT
2593,cinbengalsJB9,VARGASSZNN,RT
2594,cinbengalsJB9,Thomas_Buckeye5,RT
2595,cinbengalsJB9,DatFrostyOne,RT
2596,cinbengalsJB9,Cromezn,RT
2597,DonBrow77958233,NFL,Mention
2597,DonBrow77958233,TomBrady,Mention
2598,cinbengalsJB9,curtisxu,RT
2599,cinbengalsJB9,Pi_sulaiman,RT
2600,jayspartan20,MasterAtWorkinc,RT
2602,Layne__w,FormerNFLFan789,RT
2603,texaskid4life,MasterAtWorkinc,RT
2606,floydianship,MasterAtWorkinc,RT
2607,BornCincyFan,nflcommish,Mention
2607,BornCincyFan,NFL,Mention
2608,MasterAtWorkinc,MasterAtWorkinc,RT
2609,PropMclaughlin_,Mikechanginvest,RT
2610,THE_GRAYF0X,JoeGoodberry,Mention
2610,THE_GRAYF0X,nfl,Mention
2611,NoDiiscussiion,CoachOBrien,Mention
2611,NoDiiscussiion,WokeThuney,Mention
2611,NoDiiscussiion,NFL_DovKleiman,Mention
2611,NoDiiscussiion,Real10jayy__,Mention
2612,Pqranold,edits841,RT
2614,WTFinSoCal,heyjacqui_,Mention
2615,FormerNFLFan789,THE_GRAYF0X,RT
2615,FormerNFLFan789,nfl,RT
2615,FormerNFLFan789,NFLOfficiating,RT
2615,FormerNFLFan789,nflcommish,RT
2617,THE_GRAYF0X,nfl,Mention
2617,THE_GRAYF0X,NFLOfficiating,Mention
2617,THE_GRAYF0X,nflcommish,Mention
2618,jackihillis22,DonCoop20,Mention
2618,jackihillis22,PFTCommenter,Mention
2618,jackihillis22,ArianFoster,Mention
2620,KecksterFal,_willcompton,Mention
2621,SkylerBertram1,VivaLaStool,RT
2621,SkylerBertram1,ArianFoster,RT
2621,SkylerBertram1,MacrodosingPod,RT
2622,RicoMuscatel,NFLonFOX,Mention
2622,RicoMuscatel,Chiefs,Mention
2622,RicoMuscatel,Eagles,Mention
2623,EspressoJose,tipico,Mention
2624,thetadrivium,Throwback420,RT
2625,thetadrivium,GetYoShinebox,RT
2627,plingon11,Readitandweep2,Mention
2629,Jan11555,taufikl,Mention
2630,SpadedLord,midwest_fancy,RT
2632,Dwheel_14,NFL,Mention
2632,Dwheel_14,NFLonFOX,Mention
2632,Dwheel_14,NFLFilms,Mention
2632,Dwheel_14,Chiefs,Mention
2632,Dwheel_14,Bengals,Mention
2633,ubok1978,Kramed67037,Mention
2633,ubok1978,GottliebShow,Mention
2634,Viyapoo,WWERuthlessEra,RT
2635,punkrockdub,GeneSteratore,Mention
2636,Lvnd00,NFL,Mention
2636,Lvnd00,nflnetwork,Mention
2636,Lvnd00,ESPNNFL,Mention
2639,ubok1978,Aftermath_KC,Mention
2640,BREAK_BoyAplus,FormerNFLFan789,RT
2642,SpikeTheNews2,FormerNFLFan789,RT
2643,Lisa20271524,Sir_Saint1,RT
2644,ayoo_noah,FormerNFLFan789,RT
2645,ayoo_noah,edits841,RT
2646,FormerNFLFan789,edits841,RT
2647,BenLineback,FormerNFLFan789,RT
2649,edits841,FormerNFLFan789,RT
2650,phee2_mc,FormerNFLFan789,RT
2651,InkyBri,NFL,Mention
2652,DigitalPtGuard,FormerNFLFan789,RT
2654,SiefkenRobert,AdamSchefter,Mention
2655,grandadteddy,AdamSchefter,Mention
2657,LordShaq2,FormerNFLFan789,RT
2658,Shadology101,FormerNFLFan789,RT
2659,DanielMusto10,FormerNFLFan789,RT
2661,cammarshallfilm,TH3_GOD_,Mention
2661,cammarshallfilm,YoungAngel_,Mention
2661,cammarshallfilm,FirstTake,Mention
2661,cammarshallfilm,MikeFrancesa,Mention
2662,FormerNFLFan789,MAGAMAN858,RT
2662,FormerNFLFan789,NFL,RT
2663,FormerNFLFan789,BornCincyFan,RT
2663,FormerNFLFan789,nflcommish,RT
2663,FormerNFLFan789,NFL,RT
2666,FootballFan734,nflcommish,Mention
2667,wtondo,TheHouse_Ent,RT
2668,_TheZyro,barstoolsports,RT
2671,MAGAMAN858,NFL,Mention
2672,Piersky65,realAlexRWagner,RT
2673,_VictorChaos,Billyhottakes,Mention
2673,_VictorChaos,PFN365,Mention
2674,THE_GRAYF0X,WilliamScottDe3,Mention
2674,THE_GRAYF0X,GottliebShow,Mention
2675,THE_GRAYF0X,NFL,Mention
2676,SiefkenRobert,Chiefs,Mention
2678,rusteezeworld,WorimiFella,RT
2678,rusteezeworld,Bengals,RT
2679,Gruelingtruth,thebengalorian,Mention
2679,Gruelingtruth,TheBengalsWire,Mention
2679,Gruelingtruth,WhoDey_UK,Mention
2679,Gruelingtruth,BengalsNation8,Mention
2679,Gruelingtruth,moose196850,Mention
2679,Gruelingtruth,WhoooDeyy,Mention
2679,Gruelingtruth,BengalsTalk,Mention
2680,WilliamScottDe3,GottliebShow,Mention
2682,ChadJobe2,ShereeWLWT,Mention
2683,9thwdleekilla,Throwback420,RT
2684,cinbengalsJB9,TonyKnowsBall,RT
2685,cinbengalsJB9,gosuprime21,RT
2686,cinbengalsJB9,LazyMxtt,RT
2687,cinbengalsJB9,ppotterta,RT
2688,cinbengalsJB9,MediaLiarz,RT
2688,cinbengalsJB9,tkelce,RT
2688,cinbengalsJB9,PatrickMahomes,RT
2688,cinbengalsJB9,BrittanyLynne,RT
2689,cinbengalsJB9,GetYoShinebox,RT
2691,cinbengalsJB9,CINClothingCo,RT
2692,cinbengalsJB9,punkrockdub,RT
2693,cinbengalsJB9,VARGASSZNN,RT
2694,cinbengalsJB9,Thomas_Buckeye5,RT
2695,cinbengalsJB9,DatFrostyOne,RT
2696,cinbengalsJB9,Cromezn,RT
2697,DonBrow77958233,NFL,Mention
2697,DonBrow77958233,TomBrady,Mention
2698,cinbengalsJB9,curtisxu,RT
2699,cinbengalsJB9,Pi_sulaiman,RT
2700,jayspartan20,MasterAtWorkinc,RT
2702,Layne__w,FormerNFLFan789,RT
2703,texaskid4life,MasterAtWorkinc,RT
2706,floydianship,MasterAtWorkinc,RT
2707,BornCincyFan,nflcommish,Mention
2707,BornCincyFan,NFL,Mention
2708,MasterAtWorkinc,MasterAtWorkinc,RT
2709,PropMclaughlin_,Mikechanginvest,RT
2710,THE_GRAYF0X,JoeGoodberry,Mention
2710,THE_GRAYF0X,nfl,Mention
2711,NoDiiscussiion,CoachOBrien,Mention
2711,NoDiiscussiion,WokeThuney,Mention
2711,NoDiiscussiion,NFL_DovKleiman,Mention
2711,NoDiiscussiion,Real10jayy__,Mention
2712,Pqranold,edits841,RT
2714,WTFinSoCal,heyjacqui_,Mention
2715,FormerNFLFan789,THE_GRAYF0X,RT
2715,FormerNFLFan789,nfl,RT
2715,FormerNFLFan789,NFLOfficiating,RT
2715,FormerNFLFan789,nflcommish,RT
2717,THE_GRAYF0X,nfl,Mention
2717,THE_GRAYF0X,NFLOfficiating,Mention
2717,THE_GRAYF0X,nflcommish,Mention
2718,jackihillis22,DonCoop20,Mention
2718,jackihillis22,PFTCommenter,Mention
2718,jackihillis22,ArianFoster,Mention
2720,KecksterFal,_willcompton,Mention
2721,SkylerBertram1,VivaLaStool,RT
2721,SkylerBertram1,ArianFoster,RT
2721,SkylerBertram1,MacrodosingPod,RT
2722,RicoMuscatel,NFLonFOX,Mention
2722,RicoMuscatel,Chiefs,Mention
2722,RicoMuscatel,Eagles,Mention
2723,EspressoJose,tipico,Mention
2724,thetadrivium,Throwback420,RT
2725,thetadrivium,GetYoShinebox,RT
2727,plingon11,Readitandweep2,Mention
2729,Jan11555,taufikl,Mention
2730,SpadedLord,midwest_fancy,RT
2732,Dwheel_14,NFL,Mention
2732,Dwheel_14,NFLonFOX,Mention
2732,Dwheel_14,NFLFilms,Mention
2732,Dwheel_14,Chiefs,Mention
2732,Dwheel_14,Bengals,Mention
2733,ubok1978,Kramed67037,Mention
2733,ubok1978,GottliebShow,Mention
2734,Viyapoo,WWERuthlessEra,RT
2735,punkrockdub,GeneSteratore,Mention
2736,Lvnd00,NFL,Mention
2736,Lvnd00,nflnetwork,Mention
2736,Lvnd00,ESPNNFL,Mention
2739,ubok1978,Aftermath_KC,Mention
2740,BREAK_BoyAplus,FormerNFLFan789,RT
2742,SpikeTheNews2,FormerNFLFan789,RT
2743,Lisa20271524,Sir_Saint1,RT
2744,ayoo_noah,FormerNFLFan789,RT
2745,ayoo_noah,edits841,RT
2746,FormerNFLFan789,edits841,RT
2747,BenLineback,FormerNFLFan789,RT
2749,edits841,FormerNFLFan789,RT
2750,phee2_mc,FormerNFLFan789,RT
2751,InkyBri,NFL,Mention
2752,DigitalPtGuard,FormerNFLFan789,RT
2754,SiefkenRobert,AdamSchefter,Mention
2755,grandadteddy,AdamSchefter,Mention
2757,LordShaq2,FormerNFLFan789,RT
2758,Shadology101,FormerNFLFan789,RT
2759,DanielMusto10,FormerNFLFan789,RT
2761,cammarshallfilm,TH3_GOD_,Mention
2761,cammarshallfilm,YoungAngel_,Mention
2761,cammarshallfilm,FirstTake,Mention
2761,cammarshallfilm,MikeFrancesa,Mention
2762,FormerNFLFan789,MAGAMAN858,RT
2762,FormerNFLFan789,NFL,RT
2763,FormerNFLFan789,BornCincyFan,RT
2763,FormerNFLFan789,nflcommish,RT
2763,FormerNFLFan789,NFL,RT
2766,FootballFan734,nflcommish,Mention
2767,wtondo,TheHouse_Ent,RT
2768,_TheZyro,barstoolsports,RT
2771,MAGAMAN858,NFL,Mention
2772,Piersky65,realAlexRWagner,RT
2773,_VictorChaos,Billyhottakes,Mention
2773,_VictorChaos,PFN365,Mention
2774,THE_GRAYF0X,WilliamScottDe3,Mention
2774,THE_GRAYF0X,GottliebShow,Mention
2775,THE_GRAYF0X,NFL,Mention
2776,SiefkenRobert,Chiefs,Mention
2778,rusteezeworld,WorimiFella,RT
2778,rusteezeworld,Bengals,RT
2779,Gruelingtruth,thebengalorian,Mention
2779,Gruelingtruth,TheBengalsWire,Mention
2779,Gruelingtruth,WhoDey_UK,Mention
2779,Gruelingtruth,BengalsNation8,Mention
2779,Gruelingtruth,moose196850,Mention
2779,Gruelingtruth,WhoooDeyy,Mention
2779,Gruelingtruth,BengalsTalk,Mention
2780,WilliamScottDe3,GottliebShow,Mention
2782,ChadJobe2,ShereeWLWT,Mention
2783,9thwdleekilla,Throwback420,RT
2784,cinbengalsJB9,TonyKnowsBall,RT
2785,cinbengalsJB9,gosuprime21,RT
2786,cinbengalsJB9,LazyMxtt,RT
2787,cinbengalsJB9,ppotterta,RT
2788,cinbengalsJB9,MediaLiarz,RT
2788,cinbengalsJB9,tkelce,RT
2788,cinbengalsJB9,PatrickMahomes,RT
2788,cinbengalsJB9,BrittanyLynne,RT
2789,cinbengalsJB9,GetYoShinebox,RT
2791,cinbengalsJB9,CINClothingCo,RT
2792,cinbengalsJB9,punkrockdub,RT
2793,cinbengalsJB9,VARGASSZNN,RT
2794,cinbengalsJB9,Thomas_Buckeye5,RT
2795,cinbengalsJB9,DatFrostyOne,RT
2796,cinbengalsJB9,Cromezn,RT
2797,DonBrow77958233,NFL,Mention
2797,DonBrow77958233,TomBrady,Mention
2798,cinbengalsJB9,curtisxu,RT
2799,cinbengalsJB9,Pi_sulaiman,RT
2800,jayspartan20,MasterAtWorkinc,RT
2802,Layne__w,FormerNFLFan789,RT
2803,texaskid4life,MasterAtWorkinc,RT
2806,floydianship,MasterAtWorkinc,RT
2807,BornCincyFan,nflcommish,Mention
2807,BornCincyFan,NFL,Mention
2808,MasterAtWorkinc,MasterAtWorkinc,RT
2809,PropMclaughlin_,Mikechanginvest,RT
2810,THE_GRAYF0X,JoeGoodberry,Mention
2810,THE_GRAYF0X,nfl,Mention
2811,NoDiiscussiion,CoachOBrien,Mention
2811,NoDiiscussiion,WokeThuney,Mention
2811,NoDiiscussiion,NFL_DovKleiman,Mention
2811,NoDiiscussiion,Real10jayy__,Mention
2812,Pqranold,edits841,RT
2814,WTFinSoCal,heyjacqui_,Mention
2815,FormerNFLFan789,THE_GRAYF0X,RT
2815,FormerNFLFan789,nfl,RT
2815,FormerNFLFan789,NFLOfficiating,RT
2815,FormerNFLFan789,nflcommish,RT
2817,THE_GRAYF0X,nfl,Mention
2817,THE_GRAYF0X,NFLOfficiating,Mention
2817,THE_GRAYF0X,nflcommish,Mention
2818,jackihillis22,DonCoop20,Mention
2818,jackihillis22,PFTCommenter,Mention
2818,jackihillis22,ArianFoster,Mention
2820,KecksterFal,_willcompton,Mention
2821,SkylerBertram1,VivaLaStool,RT
2821,SkylerBertram1,ArianFoster,RT
2821,SkylerBertram1,MacrodosingPod,RT
2822,RicoMuscatel,NFLonFOX,Mention
2822,RicoMuscatel,Chiefs,Mention
2822,RicoMuscatel,Eagles,Mention
2823,EspressoJose,tipico,Mention
2824,thetadrivium,Throwback420,RT
2825,thetadrivium,GetYoShinebox,RT
2827,plingon11,Readitandweep2,Mention
2829,Jan11555,taufikl,Mention
2830,SpadedLord,midwest_fancy,RT
2832,Dwheel_14,NFL,Mention
2832,Dwheel_14,NFLonFOX,Mention
2832,Dwheel_14,NFLFilms,Mention
2832,Dwheel_14,Chiefs,Mention
2832,Dwheel_14,Bengals,Mention
2833,ubok1978,Kramed67037,Mention
2833,ubok1978,GottliebShow,Mention
2834,Viyapoo,WWERuthlessEra,RT
2835,punkrockdub,GeneSteratore,Mention
2836,Lvnd00,NFL,Mention
2836,Lvnd00,nflnetwork,Mention
2836,Lvnd00,ESPNNFL,Mention
2839,ubok1978,Aftermath_KC,Mention
2840,BREAK_BoyAplus,FormerNFLFan789,RT
2842,SpikeTheNews2,FormerNFLFan789,RT
2843,Lisa20271524,Sir_Saint1,RT
2844,ayoo_noah,FormerNFLFan789,RT
2845,ayoo_noah,edits841,RT
2846,FormerNFLFan789,edits841,RT
2847,BenLineback,FormerNFLFan789,RT
2849,edits841,FormerNFLFan789,RT
2850,phee2_mc,FormerNFLFan789,RT
2851,InkyBri,NFL,Mention
2852,DigitalPtGuard,FormerNFLFan789,RT
2854,SiefkenRobert,AdamSchefter,Mention
2855,grandadteddy,AdamSchefter,Mention
2857,LordShaq2,FormerNFLFan789,RT
2858,Shadology101,FormerNFLFan789,RT
2859,DanielMusto10,FormerNFLFan789,RT
2861,cammarshallfilm,TH3_GOD_,Mention
2861,cammarshallfilm,YoungAngel_,Mention
2861,cammarshallfilm,FirstTake,Mention
2861,cammarshallfilm,MikeFrancesa,Mention
2862,FormerNFLFan789,MAGAMAN858,RT
2862,FormerNFLFan789,NFL,RT
2863,FormerNFLFan789,BornCincyFan,RT
2863,FormerNFLFan789,nflcommish,RT
2863,FormerNFLFan789,NFL,RT
2866,FootballFan734,nflcommish,Mention
2867,wtondo,TheHouse_Ent,RT
2868,_TheZyro,barstoolsports,RT
2871,MAGAMAN858,NFL,Mention
2872,Piersky65,realAlexRWagner,RT
2873,_VictorChaos,Billyhottakes,Mention
2873,_VictorChaos,PFN365,Mention
2874,THE_GRAYF0X,WilliamScottDe3,Mention
2874,THE_GRAYF0X,GottliebShow,Mention
2875,THE_GRAYF0X,NFL,Mention
2876,SiefkenRobert,Chiefs,Mention
2878,rusteezeworld,WorimiFella,RT
2878,rusteezeworld,Bengals,RT
2879,Gruelingtruth,thebengalorian,Mention
2879,Gruelingtruth,TheBengalsWire,Mention
2879,Gruelingtruth,WhoDey_UK,Mention
2879,Gruelingtruth,BengalsNation8,Mention
2879,Gruelingtruth,moose196850,Mention
2879,Gruelingtruth,WhoooDeyy,Mention
2879,Gruelingtruth,BengalsTalk,Mention
2880,WilliamScottDe3,GottliebShow,Mention
2882,ChadJobe2,ShereeWLWT,Mention
2883,9thwdleekilla,Throwback420,RT
2884,cinbengalsJB9,TonyKnowsBall,RT
2885,cinbengalsJB9,gosuprime21,RT
2886,cinbengalsJB9,LazyMxtt,RT
2887,cinbengalsJB9,ppotterta,RT
2888,cinbengalsJB9,MediaLiarz,RT
2888,cinbengalsJB9,tkelce,RT
2888,cinbengalsJB9,PatrickMahomes,RT
2888,cinbengalsJB9,BrittanyLynne,RT
2889,cinbengalsJB9,GetYoShinebox,RT
2891,cinbengalsJB9,CINClothingCo,RT
2892,cinbengalsJB9,punkrockdub,RT
2893,cinbengalsJB9,VARGASSZNN,RT
2894,cinbengalsJB9,Thomas_Buckeye5,RT
2895,cinbengalsJB9,DatFrostyOne,RT
2896,cinbengalsJB9,Cromezn,RT
2897,DonBrow77958233,NFL,Mention
2897,DonBrow77958233,TomBrady,Mention
2898,cinbengalsJB9,curtisxu,RT
2899,cinbengalsJB9,Pi_sulaiman,RT
2900,jayspartan20,MasterAtWorkinc,RT
2902,Layne__w,FormerNFLFan789,RT
2903,texaskid4life,MasterAtWorkinc,RT
2906,floydianship,MasterAtWorkinc,RT
2907,BornCincyFan,nflcommish,Mention
2907,BornCincyFan,NFL,Mention
2908,MasterAtWorkinc,MasterAtWorkinc,RT
2909,PropMclaughlin_,Mikechanginvest,RT
2910,THE_GRAYF0X,JoeGoodberry,Mention
2910,THE_GRAYF0X,nfl,Mention
2911,NoDiiscussiion,CoachOBrien,Mention
2911,NoDiiscussiion,WokeThuney,Mention
2911,NoDiiscussiion,NFL_DovKleiman,Mention
2911,NoDiiscussiion,Real10jayy__,Mention
2912,Pqranold,edits841,RT
2914,WTFinSoCal,heyjacqui_,Mention
2915,FormerNFLFan789,THE_GRAYF0X,RT
2915,FormerNFLFan789,nfl,RT
2915,FormerNFLFan789,NFLOfficiating,RT
2915,FormerNFLFan789,nflcommish,RT
2917,THE_GRAYF0X,nfl,Mention
2917,THE_GRAYF0X,NFLOfficiating,Mention
2917,THE_GRAYF0X,nflcommish,Mention
2918,jackihillis22,DonCoop20,Mention
2918,jackihillis22,PFTCommenter,Mention
2918,jackihillis22,ArianFoster,Mention
2920,KecksterFal,_willcompton,Mention
2921,SkylerBertram1,VivaLaStool,RT
2921,SkylerBertram1,ArianFoster,RT
2921,SkylerBertram1,MacrodosingPod,RT
2922,RicoMuscatel,NFLonFOX,Mention
2922,RicoMuscatel,Chiefs,Mention
2922,RicoMuscatel,Eagles,Mention
2923,EspressoJose,tipico,Mention
2924,thetadrivium,Throwback420,RT
2925,thetadrivium,GetYoShinebox,RT
2927,plingon11,Readitandweep2,Mention
2929,Jan11555,taufikl,Mention
2930,SpadedLord,midwest_fancy,RT
2932,Dwheel_14,NFL,Mention
2932,Dwheel_14,NFLonFOX,Mention
2932,Dwheel_14,NFLFilms,Mention
2932,Dwheel_14,Chiefs,Mention
2932,Dwheel_14,Bengals,Mention
2933,ubok1978,Kramed67037,Mention
2933,ubok1978,GottliebShow,Mention
2934,Viyapoo,WWERuthlessEra,RT
2935,punkrockdub,GeneSteratore,Mention
2936,Lvnd00,NFL,Mention
2936,Lvnd00,nflnetwork,Mention
2936,Lvnd00,ESPNNFL,Mention
2939,ubok1978,Aftermath_KC,Mention
2940,BREAK_BoyAplus,FormerNFLFan789,RT
2942,SpikeTheNews2,FormerNFLFan789,RT
2943,Lisa20271524,Sir_Saint1,RT
2944,ayoo_noah,FormerNFLFan789,RT
2945,ayoo_noah,edits841,RT
2946,FormerNFLFan789,edits841,RT
2947,BenLineback,FormerNFLFan789,RT
2949,edits841,FormerNFLFan789,RT
2950,phee2_mc,FormerNFLFan789,RT
2951,InkyBri,NFL,Mention
2952,DigitalPtGuard,FormerNFLFan789,RT
2954,SiefkenRobert,AdamSchefter,Mention
2955,grandadteddy,AdamSchefter,Mention
2957,LordShaq2,FormerNFLFan789,RT
2958,Shadology101,FormerNFLFan789,RT
2959,DanielMusto10,FormerNFLFan789,RT
2961,cammarshallfilm,TH3_GOD_,Mention
2961,cammarshallfilm,YoungAngel_,Mention
2961,cammarshallfilm,FirstTake,Mention
2961,cammarshallfilm,MikeFrancesa,Mention
2962,FormerNFLFan789,MAGAMAN858,RT
2962,FormerNFLFan789,NFL,RT
2963,FormerNFLFan789,BornCincyFan,RT
2963,FormerNFLFan789,nflcommish,RT
2963,FormerNFLFan789,NFL,RT
2966,FootballFan734,nflcommish,Mention
2967,wtondo,TheHouse_Ent,RT
2968,_TheZyro,barstoolsports,RT
2971,MAGAMAN858,NFL,Mention
2972,Piersky65,realAlexRWagner,RT
2973,_VictorChaos,Billyhottakes,Mention
2973,_VictorChaos,PFN365,Mention
2974,THE_GRAYF0X,WilliamScottDe3,Mention
2974,THE_GRAYF0X,GottliebShow,Mention
2975,THE_GRAYF0X,NFL,Mention
2976,SiefkenRobert,Chiefs,Mention
2978,rusteezeworld,WorimiFella,RT
2978,rusteezeworld,Bengals,RT
2979,Gruelingtruth,thebengalorian,Mention
2979,Gruelingtruth,TheBengalsWire,Mention
2979,Gruelingtruth,WhoDey_UK,Mention
2979,Gruelingtruth,BengalsNation8,Mention
2979,Gruelingtruth,moose196850,Mention
2979,Gruelingtruth,WhoooDeyy,Mention
2979,Gruelingtruth,BengalsTalk,Mention
2980,WilliamScottDe3,GottliebShow,Mention
2982,ChadJobe2,ShereeWLWT,Mention
2983,9thwdleekilla,Throwback420,RT
2984,cinbengalsJB9,TonyKnowsBall,RT
2985,cinbengalsJB9,gosuprime21,RT
2986,cinbengalsJB9,LazyMxtt,RT
2987,cinbengalsJB9,ppotterta,RT
2988,cinbengalsJB9,MediaLiarz,RT
2988,cinbengalsJB9,tkelce,RT
2988,cinbengalsJB9,PatrickMahomes,RT
2988,cinbengalsJB9,BrittanyLynne,RT
2989,cinbengalsJB9,GetYoShinebox,RT
2991,cinbengalsJB9,CINClothingCo,RT
2992,cinbengalsJB9,punkrockdub,RT
2993,cinbengalsJB9,VARGASSZNN,RT
2994,cinbengalsJB9,Thomas_Buckeye5,RT
2995,cinbengalsJB9,DatFrostyOne,RT
2996,cinbengalsJB9,Cromezn,RT
2997,DonBrow77958233,NFL,Mention
2997,DonBrow77958233,TomBrady,Mention
2998,cinbengalsJB9,curtisxu,RT
2999,cinbengalsJB9,Pi_sulaiman,RT
3000,jayspartan20,MasterAtWorkinc,RT
3002,Layne__w,FormerNFLFan789,RT
3003,texaskid4life,MasterAtWorkinc,RT
3006,floydianship,MasterAtWorkinc,RT
3007,BornCincyFan,nflcommish,Mention
3007,BornCincyFan,NFL,Mention
3008,MasterAtWorkinc,MasterAtWorkinc,RT
3009,PropMclaughlin_,Mikechanginvest,RT
3010,THE_GRAYF0X,JoeGoodberry,Mention
3010,THE_GRAYF0X,nfl,Mention
3011,NoDiiscussiion,CoachOBrien,Mention
3011,NoDiiscussiion,WokeThuney,Mention
3011,NoDiiscussiion,NFL_DovKleiman,Mention
3011,NoDiiscussiion,Real10jayy__,Mention
3012,Pqranold,edits841,RT
3014,WTFinSoCal,heyjacqui_,Mention
3015,FormerNFLFan789,THE_GRAYF0X,RT
3015,FormerNFLFan789,nfl,RT
3015,FormerNFLFan789,NFLOfficiating,RT
3015,FormerNFLFan789,nflcommish,RT
3017,THE_GRAYF0X,nfl,Mention
3017,THE_GRAYF0X,NFLOfficiating,Mention
3017,THE_GRAYF0X,nflcommish,Mention
3018,jackihillis22,DonCoop20,Mention
3018,jackihillis22,PFTCommenter,Mention
3018,jackihillis22,ArianFoster,Mention
3020,KecksterFal,_willcompton,Mention
3021,SkylerBertram1,VivaLaStool,RT
