,Id1,Id2,Type of Content
4432,Dwheel_14,NFLFilms,Mention
4432,Dwheel_14,Chiefs,Mention
4432,Dwheel_14,Bengals,Mention
4433,ubok1978,Kramed67037,Mention
4433,ubok1978,GottliebShow,Mention
4434,Viyapoo,WWERuthlessEra,RT
4435,punkrockdub,GeneSteratore,Mention
4436,Lvnd00,NFL,Mention
4436,Lvnd00,nflnetwork,Mention
4436,Lvnd00,ESPNNFL,Mention
4439,ubok1978,Aftermath_KC,Mention
4440,BREAK_BoyAplus,FormerNFLFan789,RT
4442,SpikeTheNews2,FormerNFLFan789,RT
4443,Lisa20271524,Sir_Saint1,RT
4444,ayoo_noah,FormerNFLFan789,RT
4445,ayoo_noah,edits841,RT
4446,FormerNFLFan789,edits841,RT
4447,BenLineback,FormerNFLFan789,RT
4449,edits841,FormerNFLFan789,RT
4450,phee2_mc,FormerNFLFan789,RT
4451,InkyBri,NFL,Mention
4452,DigitalPtGuard,FormerNFLFan789,RT
4454,SiefkenRobert,AdamSchefter,Mention
4455,grandadteddy,AdamSchefter,Mention
4457,LordShaq2,FormerNFLFan789,RT
4458,Shadology101,FormerNFLFan789,RT
4459,DanielMusto10,FormerNFLFan789,RT
4461,cammarshallfilm,TH3_GOD_,Mention
4461,cammarshallfilm,YoungAngel_,Mention
4461,cammarshallfilm,FirstTake,Mention
4461,cammarshallfilm,MikeFrancesa,Mention
4462,FormerNFLFan789,MAGAMAN858,RT
4462,FormerNFLFan789,NFL,RT
4463,FormerNFLFan789,BornCincyFan,RT
4463,FormerNFLFan789,nflcommish,RT
4463,FormerNFLFan789,NFL,RT
4466,FootballFan734,nflcommish,Mention
4467,wtondo,TheHouse_Ent,RT
4468,_TheZyro,barstoolsports,RT
4471,MAGAMAN858,NFL,Mention
4472,Piersky65,realAlexRWagner,RT
4473,_VictorChaos,Billyhottakes,Mention
4473,_VictorChaos,PFN365,Mention
4474,THE_GRAYF0X,WilliamScottDe3,Mention
4474,THE_GRAYF0X,GottliebShow,Mention
4475,THE_GRAYF0X,NFL,Mention
4476,SiefkenRobert,Chiefs,Mention
4478,rusteezeworld,WorimiFella,RT
4478,rusteezeworld,Bengals,RT
4479,Gruelingtruth,thebengalorian,Mention
4479,Gruelingtruth,TheBengalsWire,Mention
4479,Gruelingtruth,WhoDey_UK,Mention
4479,Gruelingtruth,BengalsNation8,Mention
4479,Gruelingtruth,moose196850,Mention
4479,Gruelingtruth,WhoooDeyy,Mention
4479,Gruelingtruth,BengalsTalk,Mention
4480,WilliamScottDe3,GottliebShow,Mention
4482,ChadJobe2,ShereeWLWT,Mention
4483,9thwdleekilla,Throwback420,RT
4484,cinbengalsJB9,TonyKnowsBall,RT
4485,cinbengalsJB9,gosuprime21,RT
4486,cinbengalsJB9,LazyMxtt,RT
4487,cinbengalsJB9,ppotterta,RT
4488,cinbengalsJB9,MediaLiarz,RT
4488,cinbengalsJB9,tkelce,RT
4488,cinbengalsJB9,PatrickMahomes,RT
4488,cinbengalsJB9,BrittanyLynne,RT
4489,cinbengalsJB9,GetYoShinebox,RT
4491,cinbengalsJB9,CINClothingCo,RT
4492,cinbengalsJB9,punkrockdub,RT
4493,cinbengalsJB9,VARGASSZNN,RT
4494,cinbengalsJB9,Thomas_Buckeye5,RT
4495,cinbengalsJB9,DatFrostyOne,RT
4496,cinbengalsJB9,Cromezn,RT
4497,DonBrow77958233,NFL,Mention
4497,DonBrow77958233,TomBrady,Mention
4498,cinbengalsJB9,curtisxu,RT
4499,cinbengalsJB9,Pi_sulaiman,RT
4500,jayspartan20,MasterAtWorkinc,RT
4502,Layne__w,FormerNFLFan789,RT
4503,texaskid4life,MasterAtWorkinc,RT
4506,floydianship,MasterAtWorkinc,RT
4507,BornCincyFan,nflcommish,Mention
4507,BornCincyFan,NFL,Mention
4508,MasterAtWorkinc,MasterAtWorkinc,RT
4509,PropMclaughlin_,Mikechanginvest,RT
4510,THE_GRAYF0X,JoeGoodberry,Mention
4510,THE_GRAYF0X,nfl,Mention
4511,NoDiiscussiion,CoachOBrien,Mention
4511,NoDiiscussiion,WokeThuney,Mention
4511,NoDiiscussiion,NFL_DovKleiman,Mention
4511,NoDiiscussiion,Real10jayy__,Mention
4512,Pqranold,edits841,RT
4514,WTFinSoCal,heyjacqui_,Mention
4515,FormerNFLFan789,THE_GRAYF0X,RT
4515,FormerNFLFan789,nfl,RT
4515,FormerNFLFan789,NFLOfficiating,RT
4515,FormerNFLFan789,nflcommish,RT
4517,THE_GRAYF0X,nfl,Mention
4517,THE_GRAYF0X,NFLOfficiating,Mention
4517,THE_GRAYF0X,nflcommish,Mention
4518,jackihillis22,DonCoop20,Mention
4518,jackihillis22,PFTCommenter,Mention
4518,jackihillis22,ArianFoster,Mention
4520,KecksterFal,_willcompton,Mention
4521,SkylerBertram1,VivaLaStool,RT
4521,SkylerBertram1,ArianFoster,RT
4521,SkylerBertram1,MacrodosingPod,RT
4522,RicoMuscatel,NFLonFOX,Mention
4522,RicoMuscatel,Chiefs,Mention
4522,RicoMuscatel,Eagles,Mention
4523,EspressoJose,tipico,Mention
4524,thetadrivium,Throwback420,RT
4525,thetadrivium,GetYoShinebox,RT
4527,plingon11,Readitandweep2,Mention
4529,Jan11555,taufikl,Mention
4530,SpadedLord,midwest_fancy,RT
4532,Dwheel_14,NFL,Mention
4532,Dwheel_14,NFLonFOX,Mention
4532,Dwheel_14,NFLFilms,Mention
4532,Dwheel_14,Chiefs,Mention
4532,Dwheel_14,Bengals,Mention
4533,ubok1978,Kramed67037,Mention
4533,ubok1978,GottliebShow,Mention
4534,Viyapoo,WWERuthlessEra,RT
4535,punkrockdub,GeneSteratore,Mention
4536,Lvnd00,NFL,Mention
4536,Lvnd00,nflnetwork,Mention
4536,Lvnd00,ESPNNFL,Mention
4539,ubok1978,Aftermath_KC,Mention
4540,BREAK_BoyAplus,FormerNFLFan789,RT
4542,SpikeTheNews2,FormerNFLFan789,RT
4543,Lisa20271524,Sir_Saint1,RT
4544,ayoo_noah,FormerNFLFan789,RT
4545,ayoo_noah,edits841,RT
4546,FormerNFLFan789,edits841,RT
4547,BenLineback,FormerNFLFan789,RT
4549,edits841,FormerNFLFan789,RT
4550,phee2_mc,FormerNFLFan789,RT
4551,InkyBri,NFL,Mention
4552,DigitalPtGuard,FormerNFLFan789,RT
4554,SiefkenRobert,AdamSchefter,Mention
4555,grandadteddy,AdamSchefter,Mention
4557,LordShaq2,FormerNFLFan789,RT
4558,Shadology101,FormerNFLFan789,RT
4559,DanielMusto10,FormerNFLFan789,RT
4561,cammarshallfilm,TH3_GOD_,Mention
4561,cammarshallfilm,YoungAngel_,Mention
4561,cammarshallfilm,FirstTake,Mention
4561,cammarshallfilm,MikeFrancesa,Mention
4562,FormerNFLFan789,MAGAMAN858,RT
4562,FormerNFLFan789,NFL,RT
4563,FormerNFLFan789,BornCincyFan,RT
4563,FormerNFLFan789,nflcommish,RT
4563,FormerNFLFan789,NFL,RT
4566,FootballFan734,nflcommish,Mention
4567,wtondo,TheHouse_Ent,RT
4568,_TheZyro,barstoolsports,RT
4571,MAGAMAN858,NFL,Mention
4572,Piersky65,realAlexRWagner,RT
4573,_VictorChaos,Billyhottakes,Mention
4573,_VictorChaos,PFN365,Mention
4574,THE_GRAYF0X,WilliamScottDe3,Mention
4574,THE_GRAYF0X,GottliebShow,Mention
4575,THE_GRAYF0X,NFL,Mention
4576,SiefkenRobert,Chiefs,Mention
4578,rusteezeworld,WorimiFella,RT
4578,rusteezeworld,Bengals,RT
4579,Gruelingtruth,thebengalorian,Mention
4579,Gruelingtruth,TheBengalsWire,Mention
4579,Gruelingtruth,WhoDey_UK,Mention
4579,Gruelingtruth,BengalsNation8,Mention
4579,Gruelingtruth,moose196850,Mention
4579,Gruelingtruth,WhoooDeyy,Mention
4579,Gruelingtruth,BengalsTalk,Mention
4580,WilliamScottDe3,GottliebShow,Mention
4582,ChadJobe2,ShereeWLWT,Mention
4583,9thwdleekilla,Throwback420,RT
4584,cinbengalsJB9,TonyKnowsBall,RT
4585,cinbengalsJB9,gosuprime21,RT
4586,cinbengalsJB9,LazyMxtt,RT
4587,cinbengalsJB9,ppotterta,RT
4588,cinbengalsJB9,MediaLiarz,RT
4588,cinbengalsJB9,tkelce,RT
4588,cinbengalsJB9,PatrickMahomes,RT
4588,cinbengalsJB9,BrittanyLynne,RT
4589,cinbengalsJB9,GetYoShinebox,RT
4591,cinbengalsJB9,CINClothingCo,RT
4592,cinbengalsJB9,punkrockdub,RT
4593,cinbengalsJB9,VARGASSZNN,RT
4594,cinbengalsJB9,Thomas_Buckeye5,RT
4595,cinbengalsJB9,DatFrostyOne,RT
4596,cinbengalsJB9,Cromezn,RT
4597,DonBrow77958233,NFL,Mention
4597,DonBrow77958233,TomBrady,Mention
4598,cinbengalsJB9,curtisxu,RT
4599,cinbengalsJB9,Pi_sulaiman,RT
4600,jayspartan20,MasterAtWorkinc,RT
4602,Layne__w,FormerNFLFan789,RT
4603,texaskid4life,MasterAtWorkinc,RT
4606,floydianship,MasterAtWorkinc,RT
4607,BornCincyFan,nflcommish,Mention
4607,BornCincyFan,NFL,Mention
4608,MasterAtWorkinc,MasterAtWorkinc,RT
4609,PropMclaughlin_,Mikechanginvest,RT
4610,THE_GRAYF0X,JoeGoodberry,Mention
4610,THE_GRAYF0X,nfl,Mention
4611,NoDiiscussiion,CoachOBrien,Mention
4611,NoDiiscussiion,WokeThuney,Mention
4611,NoDiiscussiion,NFL_DovKleiman,Mention
4611,NoDiiscussiion,Real10jayy__,Mention
4612,Pqranold,edits841,RT
4614,WTFinSoCal,heyjacqui_,Mention
4615,FormerNFLFan789,THE_GRAYF0X,RT
4615,FormerNFLFan789,nfl,RT
4615,FormerNFLFan789,NFLOfficiating,RT
4615,FormerNFLFan789,nflcommish,RT
4617,THE_GRAYF0X,nfl,Mention
4617,THE_GRAYF0X,NFLOfficiating,Mention
4617,THE_GRAYF0X,nflcommish,Mention
4618,jackihillis22,DonCoop20,Mention
4618,jackihillis22,PFTCommenter,Mention
4618,jackihillis22,ArianFoster,Mention
4620,KecksterFal,_willcompton,Mention
4621,SkylerBertram1,VivaLaStool,RT
4621,SkylerBertram1,ArianFoster,RT
4621,SkylerBertram1,MacrodosingPod,RT
4622,RicoMuscatel,NFLonFOX,Mention
4622,RicoMuscatel,Chiefs,Mention
4622,RicoMuscatel,Eagles,Mention
4623,EspressoJose,tipico,Mention
4624,thetadrivium,Throwback420,RT
4625,thetadrivium,GetYoShinebox,RT
4627,plingon11,Readitandweep2,Mention
4629,Jan11555,taufikl,Mention
4630,SpadedLord,midwest_fancy,RT
4632,Dwheel_14,NFL,Mention
4632,Dwheel_14,NFLonFOX,Mention
4632,Dwheel_14,NFLFilms,Mention
4632,Dwheel_14,Chiefs,Mention
4632,Dwheel_14,Bengals,Mention
4633,ubok1978,Kramed67037,Mention
4633,ubok1978,GottliebShow,Mention
4634,Viyapoo,WWERuthlessEra,RT
4635,punkrockdub,GeneSteratore,Mention
4636,Lvnd00,NFL,Mention
4636,Lvnd00,nflnetwork,Mention
4636,Lvnd00,ESPNNFL,Mention
4639,ubok1978,Aftermath_KC,Mention
4640,BREAK_BoyAplus,FormerNFLFan789,RT
4642,SpikeTheNews2,FormerNFLFan789,RT
4643,Lisa20271524,Sir_Saint1,RT
4644,ayoo_noah,FormerNFLFan789,RT
4645,ayoo_noah,edits841,RT
4646,FormerNFLFan789,edits841,RT
4647,BenLineback,FormerNFLFan789,RT
4649,edits841,FormerNFLFan789,RT
4650,phee2_mc,FormerNFLFan789,RT
4651,InkyBri,NFL,Mention
4652,DigitalPtGuard,FormerNFLFan789,RT
4654,SiefkenRobert,AdamSchefter,Mention
4655,grandadteddy,AdamSchefter,Mention
4657,LordShaq2,FormerNFLFan789,RT
4658,Shadology101,FormerNFLFan789,RT
4659,DanielMusto10,FormerNFLFan789,RT
4661,cammarshallfilm,TH3_GOD_,Mention
4661,cammarshallfilm,YoungAngel_,Mention
4661,cammarshallfilm,FirstTake,Mention
4661,cammarshallfilm,MikeFrancesa,Mention
4662,FormerNFLFan789,MAGAMAN858,RT
4662,FormerNFLFan789,NFL,RT
4663,FormerNFLFan789,BornCincyFan,RT
4663,FormerNFLFan789,nflcommish,RT
4663,FormerNFLFan789,NFL,RT
4666,FootballFan734,nflcommish,Mention
4667,wtondo,TheHouse_Ent,RT
4668,_TheZyro,barstoolsports,RT
4671,MAGAMAN858,NFL,Mention
4672,Piersky65,realAlexRWagner,RT
4673,_VictorChaos,Billyhottakes,Mention
4673,_VictorChaos,PFN365,Mention
4674,THE_GRAYF0X,WilliamScottDe3,Mention
4674,THE_GRAYF0X,GottliebShow,Mention
4675,THE_GRAYF0X,NFL,Mention
4676,SiefkenRobert,Chiefs,Mention
4678,rusteezeworld,WorimiFella,RT
4678,rusteezeworld,Bengals,RT
4679,Gruelingtruth,thebengalorian,Mention
4679,Gruelingtruth,TheBengalsWire,Mention
4679,Gruelingtruth,WhoDey_UK,Mention
4679,Gruelingtruth,BengalsNation8,Mention
4679,Gruelingtruth,moose196850,Mention
4679,Gruelingtruth,WhoooDeyy,Mention
4679,Gruelingtruth,BengalsTalk,Mention
4680,WilliamScottDe3,GottliebShow,Mention
4682,ChadJobe2,ShereeWLWT,Mention
4683,9thwdleekilla,Throwback420,RT
4684,cinbengalsJB9,TonyKnowsBall,RT
4685,cinbengalsJB9,gosuprime21,RT
4686,cinbengalsJB9,LazyMxtt,RT
4687,cinbengalsJB9,ppotterta,RT
4688,cinbengalsJB9,MediaLiarz,RT
4688,cinbengalsJB9,tkelce,RT
4688,cinbengalsJB9,PatrickMahomes,RT
4688,cinbengalsJB9,BrittanyLynne,RT
4689,cinbengalsJB9,GetYoShinebox,RT
4691,cinbengalsJB9,CINClothingCo,RT
4692,cinbengalsJB9,punkrockdub,RT
4693,cinbengalsJB9,VARGASSZNN,RT
4694,cinbengalsJB9,Thomas_Buckeye5,RT
4695,cinbengalsJB9,DatFrostyOne,RT
4696,cinbengalsJB9,Cromezn,RT
4697,DonBrow77958233,NFL,Mention
4697,DonBrow77958233,TomBrady,Mention
4698,cinbengalsJB9,curtisxu,RT
4699,cinbengalsJB9,Pi_sulaiman,RT
4700,jayspartan20,MasterAtWorkinc,RT
4702,Layne__w,FormerNFLFan789,RT
4703,texaskid4life,MasterAtWorkinc,RT
4706,floydianship,MasterAtWorkinc,RT
4707,BornCincyFan,nflcommish,Mention
4707,BornCincyFan,NFL,Mention
4708,MasterAtWorkinc,MasterAtWorkinc,RT
4709,PropMclaughlin_,Mikechanginvest,RT
4710,THE_GRAYF0X,JoeGoodberry,Mention
4710,THE_GRAYF0X,nfl,Mention
4711,NoDiiscussiion,CoachOBrien,Mention
4711,NoDiiscussiion,WokeThuney,Mention
4711,NoDiiscussiion,NFL_DovKleiman,Mention
4711,NoDiiscussiion,Real10jayy__,Mention
4712,Pqranold,edits841,RT
4714,WTFinSoCal,heyjacqui_,Mention
4715,FormerNFLFan789,THE_GRAYF0X,RT
4715,FormerNFLFan789,nfl,RT
4715,FormerNFLFan789,NFLOfficiating,RT
4715,FormerNFLFan789,nflcommish,RT
4717,THE_GRAYF0X,nfl,Mention
4717,THE_GRAYF0X,NFLOfficiating,Mention
4717,THE_GRAYF0X,nflcommish,Mention
4718,jackihillis22,DonCoop20,Mention
4718,jackihillis22,PFTCommenter,Mention
4718,jackihillis22,ArianFoster,Mention
4720,KecksterFal,_willcompton,Mention
4721,SkylerBertram1,VivaLaStool,RT
4721,SkylerBertram1,ArianFoster,RT
4721,SkylerBertram1,MacrodosingPod,RT
4722,RicoMuscatel,NFLonFOX,Mention
4722,RicoMuscatel,Chiefs,Mention
4722,RicoMuscatel,Eagles,Mention
4723,EspressoJose,tipico,Mention
4724,thetadrivium,Throwback420,RT
4725,thetadrivium,GetYoShinebox,RT
4727,plingon11,Readitandweep2,Mention
4729,Jan11555,taufikl,Mention
4730,SpadedLord,midwest_fancy,RT
4732,Dwheel_14,NFL,Mention
4732,Dwheel_14,NFLonFOX,Mention
4732,Dwheel_14,NFLFilms,Mention
4732,Dwheel_14,Chiefs,Mention
4732,Dwheel_14,Bengals,Mention
4733,ubok1978,Kramed67037,Mention
4733,ubok1978,GottliebShow,Mention
4734,Viyapoo,WWERuthlessEra,RT
4735,punkrockdub,GeneSteratore,Mention
4736,Lvnd00,NFL,Mention
4736,Lvnd00,nflnetwork,Mention
4736,Lvnd00,ESPNNFL,Mention
4739,ubok1978,Aftermath_KC,Mention
4740,BREAK_BoyAplus,FormerNFLFan789,RT
4742,SpikeTheNews2,FormerNFLFan789,RT
4743,Lisa20271524,Sir_Saint1,RT
4744,ayoo_noah,FormerNFLFan789,RT
4745,ayoo_noah,edits841,RT
4746,FormerNFLFan789,edits841,RT
4747,BenLineback,FormerNFLFan789,RT
4749,edits841,FormerNFLFan789,RT
4750,phee2_mc,FormerNFLFan789,RT
4751,InkyBri,NFL,Mention
4752,DigitalPtGuard,FormerNFLFan789,RT
4754,SiefkenRobert,AdamSchefter,Mention
4755,grandadteddy,AdamSchefter,Mention
4757,LordShaq2,FormerNFLFan789,RT
4758,Shadology101,FormerNFLFan789,RT
4759,DanielMusto10,FormerNFLFan789,RT
4761,cammarshallfilm,TH3_GOD_,Mention
4761,cammarshallfilm,YoungAngel_,Mention
4761,cammarshallfilm,FirstTake,Mention
4761,cammarshallfilm,MikeFrancesa,Mention
4762,FormerNFLFan789,MAGAMAN858,RT
4762,FormerNFLFan789,NFL,RT
4763,FormerNFLFan789,BornCincyFan,RT
4763,FormerNFLFan789,nflcommish,RT
4763,FormerNFLFan789,NFL,RT
4766,FootballFan734,nflcommish,Mention
4767,wtondo,TheHouse_Ent,RT
4768,_TheZyro,barstoolsports,RT
4771,MAGAMAN858,NFL,Mention
4772,Piersky65,realAlexRWagner,RT
4773,_VictorChaos,Billyhottakes,Mention
4773,_VictorChaos,PFN365,Mention
4774,THE_GRAYF0X,WilliamScottDe3,Mention
4774,THE_GRAYF0X,GottliebShow,Mention
4775,THE_GRAYF0X,NFL,Mention
4776,SiefkenRobert,Chiefs,Mention
4778,rusteezeworld,WorimiFella,RT
4778,rusteezeworld,Bengals,RT
4779,Gruelingtruth,thebengalorian,Mention
4779,Gruelingtruth,TheBengalsWire,Mention
4779,Gruelingtruth,WhoDey_UK,Mention
4779,Gruelingtruth,BengalsNation8,Mention
4779,Gruelingtruth,moose196850,Mention
4779,Gruelingtruth,WhoooDeyy,Mention
4779,Gruelingtruth,BengalsTalk,Mention
4780,WilliamScottDe3,GottliebShow,Mention
4782,ChadJobe2,ShereeWLWT,Mention
4783,9thwdleekilla,Throwback420,RT
4784,cinbengalsJB9,TonyKnowsBall,RT
4785,cinbengalsJB9,gosuprime21,RT
4786,cinbengalsJB9,LazyMxtt,RT
4787,cinbengalsJB9,ppotterta,RT
4788,cinbengalsJB9,MediaLiarz,RT
4788,cinbengalsJB9,tkelce,RT
4788,cinbengalsJB9,PatrickMahomes,RT
4788,cinbengalsJB9,BrittanyLynne,RT
4789,cinbengalsJB9,GetYoShinebox,RT
4791,cinbengalsJB9,CINClothingCo,RT
4792,cinbengalsJB9,punkrockdub,RT
4793,cinbengalsJB9,VARGASSZNN,RT
4794,cinbengalsJB9,Thomas_Buckeye5,RT
4795,cinbengalsJB9,DatFrostyOne,RT
4796,cinbengalsJB9,Cromezn,RT
4797,DonBrow77958233,NFL,Mention
4797,DonBrow77958233,TomBrady,Mention
4798,cinbengalsJB9,curtisxu,RT
4799,cinbengalsJB9,Pi_sulaiman,RT
4800,jayspartan20,MasterAtWorkinc,RT
4802,Layne__w,FormerNFLFan789,RT
4803,texaskid4life,MasterAtWorkinc,RT
4806,floydianship,MasterAtWorkinc,RT
4807,BornCincyFan,nflcommish,Mention
4807,BornCincyFan,NFL,Mention
4808,MasterAtWorkinc,MasterAtWorkinc,RT
4809,PropMclaughlin_,Mikechanginvest,RT
4810,THE_GRAYF0X,JoeGoodberry,Mention
4810,THE_GRAYF0X,nfl,Mention
4811,NoDiiscussiion,CoachOBrien,Mention
4811,NoDiiscussiion,WokeThuney,Mention
4811,NoDiiscussiion,NFL_DovKleiman,Mention
4811,NoDiiscussiion,Real10jayy__,Mention
4812,Pqranold,edits841,RT
4814,WTFinSoCal,heyjacqui_,Mention
4815,FormerNFLFan789,THE_GRAYF0X,RT
4815,FormerNFLFan789,nfl,RT
4815,FormerNFLFan789,NFLOfficiating,RT
4815,FormerNFLFan789,nflcommish,RT
4817,THE_GRAYF0X,nfl,Mention
4817,THE_GRAYF0X,NFLOfficiating,Mention
4817,THE_GRAYF0X,nflcommish,Mention
4818,jackihillis22,DonCoop20,Mention
4818,jackihillis22,PFTCommenter,Mention
4818,jackihillis22,ArianFoster,Mention
4820,KecksterFal,_willcompton,Mention
4821,SkylerBertram1,VivaLaStool,RT
4821,SkylerBertram1,ArianFoster,RT
4821,SkylerBertram1,MacrodosingPod,RT
4822,RicoMuscatel,NFLonFOX,Mention
4822,RicoMuscatel,Chiefs,Mention
4822,RicoMuscatel,Eagles,Mention
4823,EspressoJose,tipico,Mention
4824,thetadrivium,Throwback420,RT
4825,thetadrivium,GetYoShinebox,RT
4827,plingon11,Readitandweep2,Mention
4829,Jan11555,taufikl,Mention
4830,SpadedLord,midwest_fancy,RT
4832,Dwheel_14,NFL,Mention
4832,Dwheel_14,NFLonFOX,Mention
4832,Dwheel_14,NFLFilms,Mention
4832,Dwheel_14,Chiefs,Mention
4832,Dwheel_14,Bengals,Mention
4833,ubok1978,Kramed67037,Mention
4833,ubok1978,GottliebShow,Mention
4834,Viyapoo,WWERuthlessEra,RT
4835,punkrockdub,GeneSteratore,Mention
4836,Lvnd00,NFL,Mention
4836,Lvnd00,nflnetwork,Mention
4836,Lvnd00,ESPNNFL,Mention
4839,ubok1978,Aftermath_KC,Mention
4840,BREAK_BoyAplus,FormerNFLFan789,RT
4842,SpikeTheNews2,FormerNFLFan789,RT
4843,Lisa20271524,Sir_Saint1,RT
4844,ayoo_noah,FormerNFLFan789,RT
4845,ayoo_noah,edits841,RT
4846,FormerNFLFan789,edits841,RT
4847,BenLineback,FormerNFLFan789,RT
4849,edits841,FormerNFLFan789,RT
4850,phee2_mc,FormerNFLFan789,RT
4851,InkyBri,NFL,Mention
4852,DigitalPtGuard,FormerNFLFan789,RT
4854,SiefkenRobert,AdamSchefter,Mention
4855,grandadteddy,AdamSchefter,Mention
4857,LordShaq2,FormerNFLFan789,RT
4858,Shadology101,FormerNFLFan789,RT
4859,DanielMusto10,FormerNFLFan789,RT
4861,cammarshallfilm,TH3_GOD_,Mention
4861,cammarshallfilm,YoungAngel_,Mention
4861,cammarshallfilm,FirstTake,Mention
4861,cammarshallfilm,MikeFrancesa,Mention
4862,FormerNFLFan789,MAGAMAN858,RT
4862,FormerNFLFan789,NFL,RT
4863,FormerNFLFan789,BornCincyFan,RT
4863,FormerNFLFan789,nflcommish,RT
4863,FormerNFLFan789,NFL,RT
4866,FootballFan734,nflcommish,Mention
4867,wtondo,TheHouse_Ent,RT
4868,_TheZyro,barstoolsports,RT
4871,MAGAMAN858,NFL,Mention
4872,Piersky65,realAlexRWagner,RT
4873,_VictorChaos,Billyhottakes,Mention
4873,_VictorChaos,PFN365,Mention
4874,THE_GRAYF0X,WilliamScottDe3,Mention
4874,THE_GRAYF0X,GottliebShow,Mention
4875,THE_GRAYF0X,NFL,Mention
4876,SiefkenRobert,Chiefs,Mention
4878,rusteezeworld,WorimiFella,RT
4878,rusteezeworld,Bengals,RT
4879,Gruelingtruth,thebengalorian,Mention
4879,Gruelingtruth,TheBengalsWire,Mention
4879,Gruelingtruth,WhoDey_UK,Mention
4879,Gruelingtruth,BengalsNation8,Mention
4879,Gruelingtruth,moose196850,Mention
4879,Gruelingtruth,WhoooDeyy,Mention
4879,Gruelingtruth,BengalsTalk,Mention
4880,WilliamScottDe3,GottliebShow,Mention
4882,ChadJobe2,ShereeWLWT,Mention
4883,9thwdleekilla,Throwback420,RT
4884,cinbengalsJB9,TonyKnowsBall,RT
4885,cinbengalsJB9,gosuprime21,RT
4886,cinbengalsJB9,LazyMxtt,RT
4887,cinbengalsJB9,ppotterta,RT
4888,cinbengalsJB9,MediaLiarz,RT
4888,cinbengalsJB9,tkelce,RT
4888,cinbengalsJB9,PatrickMahomes,RT
4888,cinbengalsJB9,BrittanyLynne,RT
4889,cinbengalsJB9,GetYoShinebox,RT
4891,cinbengalsJB9,CINClothingCo,RT
4892,cinbengalsJB9,punkrockdub,RT
4893,cinbengalsJB9,VARGASSZNN,RT
4894,cinbengalsJB9,Thomas_Buckeye5,RT
4895,cinbengalsJB9,DatFrostyOne,RT
4896,cinbengalsJB9,Cromezn,RT
4897,DonBrow77958233,NFL,Mention
4897,DonBrow77958233,TomBrady,Mention
4898,cinbengalsJB9,curtisxu,RT
4899,cinbengalsJB9,Pi_sulaiman,RT
4900,jayspartan20,MasterAtWorkinc,RT
4902,Layne__w,FormerNFLFan789,RT
4903,texaskid4life,MasterAtWorkinc,RT
4906,floydianship,MasterAtWorkinc,RT
4907,BornCincyFan,nflcommish,Mention
4907,BornCincyFan,NFL,Mention
4908,MasterAtWorkinc,MasterAtWorkinc,RT
4909,PropMclaughlin_,Mikechanginvest,RT
4910,THE_GRAYF0X,JoeGoodberry,Mention
4910,THE_GRAYF0X,nfl,Mention
4911,NoDiiscussiion,CoachOBrien,Mention
4911,NoDiiscussiion,WokeThuney,Mention
4911,NoDiiscussiion,NFL_DovKleiman,Mention
4911,NoDiiscussiion,Real10jayy__,Mention
4912,Pqranold,edits841,RT
4914,WTFinSoCal,heyjacqui_,Mention
4915,FormerNFLFan789,THE_GRAYF0X,RT
4915,FormerNFLFan789,nfl,RT
4915,FormerNFLFan789,NFLOfficiating,RT
4915,FormerNFLFan789,nflcommish,RT
4917,THE_GRAYF0X,nfl,Mention
4917,THE_GRAYF0X,NFLOfficiating,Mention
4917,THE_GRAYF0X,nflcommish,Mention
4918,jackihillis22,DonCoop20,Mention
4918,jackihillis22,PFTCommenter,Mention
4918,jackihillis22,ArianFoster,Mention
4920,KecksterFal,_willcompton,Mention
4921,SkylerBertram1,VivaLaStool,RT
4921,SkylerBertram1,ArianFoster,RT
4921,SkylerBertram1,MacrodosingPod,RT
4922,RicoMuscatel,NFLonFOX,Mention
4922,RicoMuscatel,Chiefs,Mention
4922,RicoMuscatel,Eagles,Mention
4923,EspressoJose,tipico,Mention
4924,thetadrivium,Throwback420,RT
4925,thetadrivium,GetYoShinebox,RT
4927,plingon11,Readitandweep2,Mention
4929,Jan11555,taufikl,Mention
4930,SpadedLord,midwest_fancy,RT
4932,Dwheel_14,NFL,Mention
4932,Dwheel_14,NFLonFOX,Mention
4932,Dwheel_14,NFLFilms,Mention
4932,Dwheel_14,Chiefs,Mention
4932,Dwheel_14,Bengals,Mention
4933,ubok1978,Kramed67037,Mention
4933,ubok1978,GottliebShow,Mention
4934,Viyapoo,WWERuthlessEra,RT
4935,punkrockdub,GeneSteratore,Mention
4936,Lvnd00,NFL,Mention
4936,Lvnd00,nflnetwork,Mention
4936,Lvnd00,ESPNNFL,Mention
4939,ubok1978,Aftermath_KC,Mention
4940,BREAK_BoyAplus,FormerNFLFan789,RT
4942,SpikeTheNews2,FormerNFLFan789,RT
4943,Lisa20271524,Sir_Saint1,RT
4944,ayoo_noah,FormerNFLFan789,RT
4945,ayoo_noah,edits841,RT
4946,FormerNFLFan789,edits841,RT
4947,BenLineback,FormerNFLFan789,RT
4949,edits841,FormerNFLFan789,RT
4950,phee2_mc,FormerNFLFan789,RT
4951,InkyBri,NFL,Mention
4952,DigitalPtGuard,FormerNFLFan789,RT
4954,SiefkenRobert,AdamSchefter,Mention
